Number,Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status,Last Known
0803-07=,Yake-dake,Japan,Honshu-Japan,36.22,137.58,2455.0,Stratovolcano,Historical,D1
0102-051,Yali,Greece,Greece,36.63,27.1,176.0,Lava dome,Holocene,U
0201-151,Yangudi,Ethiopia,Africa-NE,10.58,41.042,1383.0,Complex volcano,Holocene,U
1102-10-,Yantarni,United States,Alaska Peninsula,57.02,-157.18,1336.0,Stratovolcano,Tephrochronology,D7
1508-050,Yanteles,Chile,Chile-S,-43.5,-72.8,2042.0,Stratovolcanoes,Radiocarbon,D7
1508-051,"Yanteles, Cerro",Chile,Chile-S,-43.42,-72.83,2050.0,Stratovolcano,Historical,D3
0301-08-,"Yar, Jabal",Saudi Arabia,Arabia-W,17.05,42.83,305.0,Volcanic field,Historical,D3
0507-10=,Yasur,Vanuatu,Vanuatu-SW Pacific,-19.52,169.425,361.0,Stratovolcano,Historical,D1
1508-022,Yate,Chile,Chile-S,-41.755,-72.396,2187.0,Stratovolcano,Holocene,U
0503-002,Yelia,Papua New Guinea,New Guinea,-7.05,145.858,3384.0,Stratovolcano,Holocene,Unknown
1205-01-,Yellowstone,United States,US-Wyoming,44.43,-110.67,2805.0,Caldera,Tephrochronology,D7
0604-28=,Yersey,Indonesia,Lesser Sunda Is,-7.53,123.95,-3800.0,Submarine volcano,Uncertain,Unknown
1403-15-,"Yojoa, Lake",Honduras,Honduras,14.98,-87.98,1090.0,Volcanic field,Holocene,U
0501-041,Yomba,Papua New Guinea,New Guinea-NE of,-4.92,146.75,0.0,Unknown,Uncertain,Unknown
0805-032,Yotei,Japan,Hokkaido-Japan,42.83,140.82,1893.0,Stratovolcano,Radiocarbon,D7
1900-011,Young Island,Antarctica,Antarctica,-66.42,162.45,1340.0,Stratovolcano,Fumarolic,U
1504-05-,Yucamane,Peru,Peru,-17.18,-70.2,5550.0,Stratovolcano,Historical,D4
1505-061,"Yumia, Cerro",Bolivia,Bolivia,-21.5,-67.5,4050.0,Cone,Holocene,Unknown
1101-21-,Yunaska,United States,Aleutian Is,52.63,-170.63,550.0,Shield volcano,Historical,D2
1403-14-,"Zacate Grande, Isla",Honduras,Honduras,13.33,-87.63,600.0,Stratovolcano,Holocene,U
0803-19=,Zao,Japan,Honshu-Japan,38.15,140.45,1841.0,Complex volcano,Historical,D2
1000-48-,Zaozerny,Russia,Kamchatka,56.88,159.95,1349.0,Shield volcano,Holocene,U
1404-111,Zapatera,Nicaragua,Nicaragua,11.73,-85.82,629.0,Shield volcano,Holocene,U
1000-121,Zavaritsky,Russia,Kamchatka,53.905,158.385,1567.0,Stratovolcano,Radiocarbon,D7
1000-124,Zavaritsky,Russia,Kamchatka,53.905,158.385,1567.0,Cinder cones,Radiocarbon,D7
0900-18=,Zavaritzki Caldera,Russia,Kuril Is,46.925,151.95,624.0,Caldera,Historical,D2
1900-13=,Zavodovski,Antarctica,Antarctica,-56.3,-27.57,551.0,Stratovolcano,Historical,D3
0801-05=,Zengyu,Taiwan,Taiwan-N of,26.18,122.458,-418.0,Submarine volcano,Historical,D2
1000-04=,Zheltovsky,Russia,Kamchatka,51.57,157.323,1953.0,Stratovolcano,Historical,D1
1000-12=,Zhupanovsky,Russia,Kamchatka,53.59,159.147,2958.0,Compound volcano,Historical,D2
1000-242,Zimina,Russia,Kamchatka,55.862,160.603,3081.0,Stratovolcano,Holocene,U
0201-02=,"Zubair, Jebel",Yemen,Red Sea,15.05,42.18,191.0,Shield volcano,Historical,D3
0201-021,Zukur,Yemen,Red Sea,14.02,42.75,624.0,Shield volcano,Holocene,U
1210-02-,Zuni-Bandera,United States,US-New Mexico,34.8,-108.0,2550.0,Volcanic field,Anthropology,D7
